Officer.Name,Document,Shield..,Tax..,Precinct.Command
Michael Bonanno,<a href='https://web.archive.org/web/20180213231910/http://www.nydailynews.com/new-york/nyc-crime/nypd-allegedly-stole-bank-info-rob-1-5m-new-yorkers-article-1.3818603' target='_blank'>Details</a>,NA,NA,Crime Stoppers unit
Michael Burbridge,<a href='https://web.archive.org/web/20200814022238/https://www.prisonlegalnews.org/news/2018/jul/26/190000-man-falsely-arrested-and-maliciously-prosecuted-nypd/' target='_blank'>Details</a>,NA,NA,NA
MICHAEL CANGELOSI,<a href='https://web.archive.org/web/20221006164312/https://patch.com/new-york/upper-east-side-nyc/these-17-ues-cops-have-committed-misconduct-new-database-shows' target='_blank'>Details</a>,NA,NA,19
Michael Carey,<a href='https://web.archive.org/web/20220417051457/https://en.wikipedia.org/wiki/Shooting_of_Sean_Bell' target='_blank'>Details</a>,NA,NA,NA
Michael Carsey,<a href='https://web.archive.org/web/20210505164341if_/https://gothamist.com/news/22-nypd-officers-convicted-dishonesty-corruption-misconduct-convictions' target='_blank'>Details</a>,NA,NA,NA
Michael Carsey,<a href='https://web.archive.org/web/20221117213157/https://www.manhattanda.org/d-a-bragg-moves-to-vacate-nearly-200-convictions-tied-to-nypd-members-convicted-of-criminal-conduct/' target='_blank'>Details</a>,NA,NA,NA
Michael Cerrato,<a href='https://web.archive.org/web/20220510153622/https://auburnpub.com/news/local/police-nypd-officer-in-custody-after-firing-handgun-in-downtown/article_35cca108-049a-58ef-a80a-3188ffddfd38.html' target='_blank'>Details</a>,NA,NA,NA
Michael Comparato,<a href='https://web.archive.org/web/20220903145626/https://patch.com/new-york/harlem/harlem-cops-arrested-driver-lied-gun-lawsuit-says' target='_blank'>Details</a>,NA,NA,NA
Michael Daragjati,<a href='https://web.archive.org/web/20210505164341if_/https://gothamist.com/news/22-nypd-officers-convicted-dishonesty-corruption-misconduct-convictions' target='_blank'>Details</a>,NA,NA,NA
Michael Dedon,<a href='https://web.archive.org/web/20180516083847/http://www.nydailynews.com/new-york/nyc-crime/rikers-officer-charged-threatening-girlfriend-gunpoint-article-1.3929333' target='_blank'>Details</a>,NA,NA,DOC
Michael DiCecco,<a href='https://web.archive.org/web/20180329031549/https://nypost.com/2018/03/28/cop-of-the-month-allegedly-harassed-transgender-woman-during-traffic-stop/' target='_blank'>Details</a>,NA,NA,NA
Michael Dowd,<a href='https://web.archive.org/web/20230409172928/https://hellgatenyc.com/lying-supposed-to-cost-nypd-cops-jobs-almost-never-does' target='_blank'>Details</a>,NA,NA,NA
Michael Doyle,<a href='https://web.archive.org/web/20170911094234/https://www.villagevoice.com/2016/11/22/the-nypd-arrests-women-for-who-they-are-and-where-they-go-now-theyre-fighting-back/' target='_blank'>Details</a>,NA,NA,NA
Michael Fleming,<a href='https://web.archive.org/web/20180723050330/http://www.nydailynews.com/new-york/nyc-crime/ny-metro-nypd-lieutenant-dwi-arrest-20180722-story.html' target='_blank'>Details</a>,NA,NA,NA
Michael Foder,<a href='https://web.archive.org/web/20180227200415/https://www.nytimes.com/2018/02/27/nyregion/detective-perjury-nypd-nyc.html' target='_blank'>Details</a>,NA,NA,70
Michael Foder,<a href='https://web.archive.org/web/20210505164341if_/https://gothamist.com/news/22-nypd-officers-convicted-dishonesty-corruption-misconduct-convictions' target='_blank'>Details</a>,NA,NA,NA
Michael Foder,<a href='https://web.archive.org/web/20220907205515/https://www.nbcnewyork.com/news/local/crime-and-courts/brooklyn-da-seeks-to-vacate-378-convictions-tied-to-guilty-cops-in-one-of-largest-us-mass-exonerations-ever/3854737/' target='_blank'>Details</a>,NA,NA,NA
Michael Foder,<a href='https://web.archive.org/web/20221117213157/https://www.manhattanda.org/d-a-bragg-moves-to-vacate-nearly-200-convictions-tied-to-nypd-members-convicted-of-criminal-conduct/' target='_blank'>Details</a>,NA,NA,NA
Michael Ganz,<a href='https://web.archive.org/web/20210728144407/https://nypost.com/2021/06/15/suit-claims-culture-of-rape-sodomy-sexual-harassment-at-nypd/' target='_blank'>Details</a>,NA,NA,NA
Michael Golden,<a href='https://web.archive.org/web/20180314053026/http://www.nydailynews.com/new-york/documents-shed-light-nypd-secretive-disciplinary-process-article-1.3872914' target='_blank'>Details</a>,NA,NA,NA
Michael Golden,<a href='https://web.archive.org/web/20220426160246/https://www.nydailynews.com/new-york/nypd-allegedly-paid-sex-acts-prostitution-stings-article-1.3279082' target='_blank'>Details</a>,NA,NA,NA
Michael Golden,<a href='https://web.archive.org/web/20220503052958/https://www.nydailynews.com/new-york/nypd-accused-sex-hookers-suspended-article-1.3433951' target='_blank'>Details</a>,NA,NA,NA
Michael Golden,<a href='https://web.archive.org/web/20220506211246/https://www.nydailynews.com/opinion/ny-oped-disband-nypd-vice-squad-20220506-ok3shka2gjhlvbbai5oq2dtoly-story.html' target='_blank'>Details</a>,NA,NA,NA
Michael Gries,<a href='https://web.archive.org/web/20221128001803/https://nypost.com/2022/11/25/these-nypd-officers-got-to-keep-their-jobs-despite-arrests/' target='_blank'>Details</a>,NA,NA,NA
MICHAEL HAIGH,<a href='https://web.archive.org/web/20221006164312/https://patch.com/new-york/upper-east-side-nyc/these-17-ues-cops-have-committed-misconduct-new-database-shows' target='_blank'>Details</a>,NA,NA,19
Michael Harrington,<a href='https://web.archive.org/web/20190103131955/https://nypost.com/2019/01/02/james-grant-cleared-jeremy-reichberg-guilty-in-nypd-corruption-scandal/' target='_blank'>Details</a>,NA,NA,NA
Michael Iscenko,<a href='https://web.archive.org/web/20170712083703/http://www.nydailynews.com/new-york/nyc-crime/ex-nypd-ran-child-tossing-semen-woman-article-1.3317874' target='_blank'>Details</a>,NA,NA,NA
Michael Jimenez,<a href='https://web.archive.org/web/20201204092102/https://www.nydailynews.com/new-york/nyc-crime/ny-dwi-bust-nypd-detective-20201021-kjh4pm2lknhzlczle3bz2edpfm-story.html' target='_blank'>Details</a>,NA,NA,NA
Michael Kletzel,<a href='https://web.archive.org/web/20180904110840/https://www.nytimes.com/2018/09/03/nyregion/harlem-restaurant-owner-employees-sue-city-for-wrongful-arrest.html' target='_blank'>Details</a>,NA,NA,Warrant Section
Michael Lipetri,<a href='https://web.archive.org/web/20210324065349/https://www.thecity.nyc/2021/3/22/22345475/nypd-misconduct-complaints-trailed-shea-police-brass' target='_blank'>Details</a>,NA,NA,crime control strategies
Michael Lozada,<a href='https://archive.org/details/5-precinct-officer-involved-shooting-october-22-2021-y-7-pmik-gkxk' target='_blank'>Details</a>,NA,NA,9
Michael Martinez,<a href='https://web.archive.org/web/20170707194406/http://www.nydailynews.com/new-york/nypd-officer-repeatedly-encourages-toddler-n-word-article-1.3300775' target='_blank'>Details</a>,NA,NA,NA
Michael Martinez,<a href='https://web.archive.org/web/20180619175131/https://nypost.com/2018/06/19/cop-allegedly-lied-about-income-to-avoid-higher-child-support-payments/' target='_blank'>Details</a>,NA,NA,Manhattan Housing Bureau
Michael McMahon,<a href='https://web.archive.org/web/20230531151434/https://www.nytimes.com/2023/05/31/nyregion/nypd-china-agents-stalking-trial.html' target='_blank'>Details</a>,NA,NA,NA
Michael McPhee,<a href='https://web.archive.org/web/https://www.nydailynews.com/new-york/nyc-crime/ny-cops-suspended-megaphone-nypd-20200417-bvpvhtcxtvhk7jaowtgipo3nfu-story.html' target='_blank'>Details</a>,NA,NA,Transit Bureau
Michael Miller,<a href='https://web.archive.org/web/20221007234859/https://patch.com/new-york/bed-stuy/59-bed-stuy-cops-have-substantiated-misconduct-claims-data' target='_blank'>Details</a>,NA,NA,79
Michael Nicholson,<a href='https://web.archive.org/web/20220510161241/https://www.nytimes.com/2017/11/30/nyregion/rikers-island-arrest.html?_r=0' target='_blank'>Details</a>,NA,NA,DOC
Michael Oliver,<a href='https://web.archive.org/web/20220417051457/https://en.wikipedia.org/wiki/Shooting_of_Sean_Bell' target='_blank'>Details</a>,NA,NA,NA
Michael Osgood,<a href='https://web.archive.org/web/20180403041607/http://www.nydailynews.com/new-york/nypd-sex-crimes-donated-trump-p-video-scandal-article-1.3911144' target='_blank'>Details</a>,NA,NA,Special Victims Division
Michael Osgood,<a href='https://web.archive.org/web/20181120113954/https://nypost.com/2018/11/19/ex-investigations-chief-questions-transfer-of-nypd-boss/' target='_blank'>Details</a>,NA,NA,Special Victims Division
Michael Palladino,<a href='https://web.archive.org/web/20200621200251/https://www.nydailynews.com/new-york/nypd-chief-detectives-tweets-support-maligned-ex-cop-article-1.3496998' target='_blank'>Details</a>,NA,NA,NA
Michael Perri,<a href='https://web.archive.org/web/20221117212926/https://www.justice.gov/usao-edny/pr/three-former-nypd-police-officers-plead-guilty-bribery-scheme-0' target='_blank'>Details</a>,NA,NA,107
Michael Raso,<a href='https://web.archive.org/web/20220414190543/https://gothamist.com/news/here-are-current-nypd-officers-most-substantiated-misconduct-complaints' target='_blank'>Details</a>,NA,NA,Strategic Response Group
Michael Reynolds,<a href='https://web.archive.org/web/20220422154052/https://abc7ny.com/nypd-michael-reynolds-nashville-home-breakin/3916930/' target='_blank'>Details</a>,NA,NA,Manhattan North
Michael Sher,<a href='https://web.archive.org/save/https://www.nydailynews.com/new-york/nyc-crime/ny-bodycam-footage-shows-cop-pepper-spray-peaceful-protester-20200616-7o5vmqw5qvhp5drg3ja3aawso4-story.html?outputType=amp&__twitter_impression=true' target='_blank'>Details</a>,NA,NA,NA
Michael Sher,<a href='https://web.archive.org/web/20220830152001/https://www.thecity.nyc/2022/8/29/23327473/nypd-cop-pepper-spray-blm-protest-use-of-force-discipline' target='_blank'>Details</a>,NA,NA,NA
Michael Valva,<a href='https://web.archive.org/web/20210317153240/https://www.nbcnews.com/news/us-news/nypd-officer-fianc-e-charged-murder-his-8-year-old-n1122106' target='_blank'>Details</a>,NA,NA,NA
Michael Valva,<a href='https://web.archive.org/web/20220929211152/https://nypost.com/2022/09/28/ex-nypd-cop-michael-valva-stands-trial-in-death-of-son/' target='_blank'>Details</a>,NA,NA,NA
Michael Valva,<a href='https://web.archive.org/web/20221107174124/https://www.nytimes.com/2022/11/04/nyregion/nypd-officer-son-freezing-death-guilty.html' target='_blank'>Details</a>,NA,NA,NA
Michelle Marte,<a href='https://web.archive.org/web/20190520014329/https://nypost.com/2019/05/19/lying-cops-called-to-testify-at-trials-prosecutors-records/' target='_blank'>Details</a>,NA,NA,NA
Michelle Sharpe,<a href='https://web.archive.org/web/20220422191009/https://www.silive.com/news/2017/04/120th_precinct_cop_nabbed_for.html' target='_blank'>Details</a>,NA,NA,120
Miguel Cueto,<a href='https://web.archive.org/web/20140810014825/http://www.nydailynews.com/new-york/brooklyn/city-settles-lawsuit-2m-family-man-killed-car-article-1.1896037' target='_blank'>Details</a>,NA,NA,NA
Miguel Delacruz,<a href='https://web.archive.org/web/20201103140454/https://patch.com/new-york/astoria-long-island-city/city-probes-nypds-handling-revenge-porn-complaint-against-cop' target='_blank'>Details</a>,NA,NA,NA
Miguel Frias,<a href='https://web.archive.org/web/20220926231147/https://theappeal.org/bronx-cops-celebrated-a-copwatchers-arrest-they-had-no-idea-they-were-caught-on-tape/' target='_blank'>Details</a>,NA,NA,NA
Miguel Gonzalez,<a href='https://web.archive.org/web/20211215213110/https://brooklyneagle.com/articles/2019/09/09/killed-by-cops-list/' target='_blank'>Details</a>,NA,NA,NA
Miguel Gonzalez,<a href='https://web.archive.org/web/20220501205718/https://www.dnainfo.com/new-york/20170801/east-flatbush/dwayne-jeune-shooting-miguel-gonzalez-nypd-davonte-pressley/' target='_blank'>Details</a>,NA,NA,NA
Miguel Gonzalez,<a href='https://web.archive.org/web/20220501210048/https://www.nydailynews.com/new-york/brooklyn/fatal-brooklyn-shooting-involved-2016-shooting-article-1.3374952' target='_blank'>Details</a>,NA,NA,67
Miguel Martinez,<a href='https://web.archive.org/web/20180430002621/http://www.nydailynews.com/new-york/nyc-crime/nypd-charged-drunken-driving-hitting-police-car-article-1.3962607' target='_blank'>Details</a>,NA,NA,83
Miguel Torres,<a href='https://web.archive.org/web/20220730174449/https://www.audacy.com/1010wins/news/local/nypd-cop-accused-of-firing-gun-into-air-in-li-domestic-fight' target='_blank'>Details</a>,NA,NA,23
Mike Endall,<a href='https://web.archive.org/web/20170501045900/http://nypost.com/2017/04/30/head-of-scandal-plagued-nypd-division-quietly-retires/' target='_blank'>Details</a>,NA,NA,License Division
Milagros Torres,<a href='https://web.archive.org/web/20210117224520/https://nypost.com/2017/09/13/bonehead-cop-suspended-after-gun-police-gear-stolen-from-car/' target='_blank'>Details</a>,NA,NA,IAB
Mitchell Atiles,<a href='https://web.archive.org/web/20180302195123/https://citylimits.org/2018/02/28/a-protest-an-arrest-an-injury-does-video-back-up-what-cops-say-happened/' target='_blank'>Details</a>,NA,NA,NA
Mohamed Eltony,<a href='https://web.archive.org/web/20180111005428/https://nypost.com/2018/01/10/nypd-boss-created-illegal-smoking-lounge-at-station-house/' target='_blank'>Details</a>,NA,NA,62
Mohammed Hossain,<a href='https://web.archive.org/web/20220627152855/https://nypost.com/2022/06/25/off-duty-nyc-cop-busted-for-assault-in-queens-police-say/' target='_blank'>Details</a>,NA,NA,NA
Mohammed Uddin,<a href='https://web.archive.org/web/20210930171346/https://www.nydailynews.com/new-york/nyc-crime/ny-nypd-suspends-four-harlem-cops-shooting-leg-20210826-av37ultdyvchxlug7enburstci-story.html' target='_blank'>Details</a>,NA,NA,NA
Mourad Mourad,<a href='https://web.archive.org/web/20210420221203/https://indypendent.org/2017/11/what-the-hell-does-it-take-to-convict-a-cop-of-murdering-a-civilian-in-america/' target='_blank'>Details</a>,NA,NA,67
Mourad Mourad,<a href='https://web.archive.org/web/20220421152907/https://www.huffpost.com/entry/killed-by-the-nypd-black-men_n_5600045' target='_blank'>Details</a>,NA,NA,NA
MURSAL JAFFREY,<a href='https://web.archive.org/web/20201112022434/https://gothamist.com/news/cyclist-claims-nypd-gave-him-disorderly-conduct-ticket-after-almost-running-him-over' target='_blank'>Details</a>,NA,957704,NA
Nakia Middleton-House,<a href='https://web.archive.org/web/20230116220943/https://nypost.com/2023/01/14/nypd-sergeant-accused-of-yanking-fellow-officers-ponytail-in-their-stationhouse/' target='_blank'>Details</a>,NA,NA,109
Nalik Zeigler,<a href='https://web.archive.org/web/20221128001803/https://nypost.com/2022/11/25/these-nypd-officers-got-to-keep-their-jobs-despite-arrests/' target='_blank'>Details</a>,NA,NA,NA
Naoki Yaguchi,<a href='https://web.archive.org/web/20180215020404/http://www.nydailynews.com/new-york/nyc-crime/nypd-captain-accused-delaying-dwi-test-off-duty-article-1.3821446' target='_blank'>Details</a>,NA,NA,40
Naoki Yaguchi,<a href='https://web.archive.org/web/20220419162433/http://www.nydailynews.com/new-york/nyc-crime/nypd-captain-accused-delaying-dwi-test-off-duty-article-1.3821446' target='_blank'>Details</a>,NA,NA,40
Natasha Moseley-Jones,<a href='https://web.archive.org/web/20220829111508/https://documentedny.com/2022/08/29/nypd-arrest-muslim-mosque-pakistanis-brooklyn/' target='_blank'>Details</a>,NA,NA,NA
Natasha Moseley-Jones,<a href='https://web.archive.org/web/20220928033832/https://www.thecity.nyc/2022/9/27/23375627/makki-mosque-masjid-brooklyn-taxi-driver-ishtiaq-ahmed-sues-nypd-lawsuit-alleging-retaliation-arrest' target='_blank'>Details</a>,NA,NA,NA
Nector Martinez,<a href='https://web.archive.org/web/20180320025359/https://www.nytimes.com/2018/03/19/nyregion/new-york-police-perjury-promotions.html' target='_blank'>Details</a>,NA,NA,NA
Nercy Burgos,<a href='https://web.archive.org/web/20221008151816/https://patch.com/new-york/west-village/3-west-village-cops-have-committed-misconduct-new-database-shows' target='_blank'>Details</a>,NA,NA,6
Nerys Ramirez,<a href='https://web.archive.org/web/20230220112242/https://nypost.com/2023/02/19/two-off-duty-cops-among-three-nypd-workers-busted/' target='_blank'>Details</a>,NA,NA,NA
Nestor Ferreiro,<a href='https://web.archive.org/web/20110502164954/http://www.nytimes.com/2011/04/30/nyregion/possible-favored-treatment-of-jennifer-troiano-was-not-investigated.html' target='_blank'>Details</a>,NA,NA,NA
Neteis Gilbert,<a href='https://web.archive.org/web/20180516022650/http://www.nydailynews.com/new-york/nypd-sergeant-ripped-online-griping-boss-article-1.3991983' target='_blank'>Details</a>,NA,NA,Housing Police Service Area 1
Neville Smith,<a href='https://web.archive.org/web/20170424001623/http://www.nydailynews.com/new-york/2-cops-detective-nypd-crossing-guard-cuffed-weekend-article-1.3091811' target='_blank'>Details</a>,NA,NA,NA
